Geographic Origin: 0,0,0
X (m), Y (m), Z (m), Intensity
-0.1647595465183,4.186506748199,0.01377945207059,11
-0.1582387983799,4.123827457428,0.01326107699424,61
-0.1630403697491,4.171523571014,0.01592596806586,79
-0.1560129523277,4.107894420624,0.01532970741391,79
-0.1549815237522,4.09690284729,0.01626621931791,84
-0.1556607186794,4.105833530426,0.01779158227146,86
-0.1532792747021,4.085938930511,0.01844269782305,72
-0.1529012769461,4.084929466248,0.0196603294462,72
-0.1546283513308,4.103798866272,0.02149242348969,79
-0.1521172821522,4.078892230988,0.02196439914405,75
-0.1495246887207,4.05700969696,0.0225121024996,89
-0.1497492641211,4.058947563171,0.02389582246542,93
-0.1515753418207,4.07780790329,0.0256468039006,83
-0.1465618908405,4.033065319061,0.0254242066294,71
-0.1450988352299,4.019100189209,0.02627263404429,66
-0.1460795849562,4.030008792877,0.02776009961963,59
-0.142435953021,3.998187065125,0.0279090795666,65
-0.1421551555395,3.998170375824,0.02911006845534,60
-0.1400892585516,3.981256961823,0.02973394468427,70
-0.1425321698189,4.006080150604,0.03169346228242,71
-0.1408546119928,3.990127086639,0.0324267372489,79
-0.1376341581345,3.962280988693,0.03264527767897,94
-0.1359853595495,3.948341846466,0.03325172141194,195
-0.1358046531677,3.949318408966,0.0344609580934,195
-0.1353805959225,3.945292234421,0.0355756804347,196
-0.1365572959185,3.959188699722,0.0372466519475,196
-0.1361624002457,3.958176851273,0.03838125988841,196
-0.136183232069,3.960139274597,0.0395394526422,196
-0.1360676288605,3.959094285965,0.04075423255563,196
-0.1353555321693,3.955100536346,0.04177061095834,196
-0.135236248374,3.953054189682,0.04285877197981,195
-0.1319127082825,3.924214839935,0.04292684793472,196
-0.1330771148205,3.938109874725,0.04460546374321,196
-0.1350401341915,3.955939531326,0.04644426703453,196
-0.1343222856522,3.951945543289,0.04744354635477,196
-0.1341245621443,3.952920436859,0.04863218218088,196
-0.1325720995665,3.940975666046,0.04931185021996,196
-0.1336209326982,3.952874898911,0.05084475129843,195
-0.1346359848976,3.962760686874,0.05246761441231,196
-0.1310010552406,3.930940151215,0.05233587697148,196
-0.13339599967,3.955758094788,0.05439240857959,196
-0.1296618133783,3.925905704498,0.05544597283006,196
-0.1292148530483,3.920877456665,0.05636838078499,196
-0.1358515024185,3.98743891716,0.0602560415864,196
-0.1287983059883,3.922825336456,0.05869403854012,195
-0.1270346939564,3.908893108368,0.05922704190016,196
-0.1346586048603,3.98237657547,0.06353812664747,196
-0.1348571777344,3.986323833466,0.06475832313299,196
-0.1280199438334,3.923698663712,0.0632002800703,196
-0.1330441981554,3.97233748436,0.06649661809206,196
-0.1299323290586,3.944486141205,0.06632842123508,196
-0.1278209388256,3.924558877945,0.06665063649416,196
-0.1274976879358,3.924538135529,0.06775490194559,196
-0.1262463778257,3.914573669434,0.06833820044994,196
-0.1305613666773,3.959268569946,0.07143035531044,196
-0.1278302967548,3.933379173279,0.071458093822,196
-0.1267801225185,3.926402568817,0.07224204391241,196
-0.1276883929968,3.937304973602,0.07375511527061,196
-0.1249904185534,3.914429426193,0.07380560785532,196
-0.1281541138887,3.948192596436,0.07644599676132,196
-0.1308017671108,3.975986242294,0.07874865829945,196
-0.1278666704893,3.948110103607,0.07863318920135,196
-0.1257840096951,3.931196689606,0.07893215864897,196
-0.1262667477131,3.939124107361,0.08038922399282,196
-0.1260336488485,3.93909573555,0.0813951343298,196
-0.1260723471642,3.940034866333,0.08260165154934,196
-0.1235799044371,3.919147491455,0.08268117904663,196
-0.1267167031765,3.952908039093,0.08537921309471,196
-0.1257326304913,3.942910671234,0.08597754687071,196
-0.1257953643799,3.94686293602,0.08724422752857,196
-0.1241914629936,3.931904792786,0.08766388148069,196
-0.1252785772085,3.94479227066,0.08928985893726,196
-0.1237036958337,3.93284702301,0.08976679295301,195
-0.123659349978,3.935805559158,0.09097696840763,196
-0.1227014511824,3.928821802139,0.09161420911551,196
-0.1239492446184,3.94168305397,0.09339712560177,196
-0.124714396894,3.952589511871,0.09500746428967,196
-0.122424736619,3.933689832687,0.0951062887907,196
-0.1245140060782,3.956511735916,0.09725002944469,196
-0.1206706464291,3.919696569443,0.09649375081062,196
-0.1187897250056,3.904771327972,0.09676764160395,196
-0.1181333065033,3.900768280029,0.0975250005722,196
-0.1213238984346,3.935518026352,0.1003717631102,196
-0.1223515346646,3.94639134407,0.1020610332489,196
-0.1214801669121,3.941401004791,0.1028409078717,196
-0.1200082302094,3.929449558258,0.1031744033098,196
-0.1196425035596,3.929426908493,0.1042073145509,196
-0.1189433634281,3.923410892487,0.1049941927195,196
-0.1200909093022,3.938289642334,0.1068213805556,196
-0.12043505162,3.944220781326,0.1080983802676,196
-0.1196318641305,3.937211275101,0.1088238507509,196
-0.1198643296957,3.943148851395,0.1101724281907,196
-0.1199014186859,3.946099281311,0.1112859994173,196
-0.1203045323491,3.951010942459,0.1126551702619,196
-0.116505138576,3.917211771011,0.1118098348379,196
-0.1203529983759,3.958911657333,0.1151356250048,196
-0.121891066432,3.976762533188,0.1170783638954,196
